iter	RMSE
258	0.03785702683
259	0.03771179233
260	0.03748214644
261	0.03727572676
262	0.03711103856
263	0.0370015865
264	0.03678937235
265	0.03671182624
266	0.03657883848
267	0.03635833417
268	0.03608835495
269	0.03587225983
270	0.03570074007
271	0.0356105084
272	0.03546993141
273	0.03540014839
274	0.03524779276
275	0.03500342298
276	0.0348662342
277	0.03474017226
278	0.03447941337
279	0.03426696226
280	0.03410460405
281	0.03389771831
282	0.03370872173
283	0.03350814092
284	0.03331598944
285	0.03299239986
286	0.03287242825
287	0.03272585423
288	0.03261972109
289	0.03254645975
290	0.03240908346
291	0.03226853696
292	0.03223726335
293	0.03220977767
294	0.03209935802
295	0.03189930884
296	0.03170176262
297	0.03162612395
298	0.03148059326
299	0.03134657439
300	0.03132486723
301	0.0311304875
302	0.03098706694
303	0.03083365221
304	0.0307874535
305	0.03066784899
306	0.03064775458
307	0.03061181079
308	0.0304222182
309	0.03035016358
310	0.03019111175
311	0.02999971625
312	0.02990118915
313	0.02981162955
314	0.02967145335
315	0.02943215657
316	0.02939716063
317	0.02922728286
318	0.02898691866
319	0.02884689379
320	0.02880013874
321	0.02871947173
322	0.02865669538
323	0.02847931702
324	0.0283283285
325	0.02820669299
326	0.02802574912
327	0.02801153916
328	0.02787902167
329	0.02777024079
330	0.02775868418
331	0.02771305173
332	0.02757872364
333	0.02750470206
334	0.02749179235
335	0.0274017063
336	0.02728415911
337	0.02726981112
338	0.02715793213
339	0.02702326779
340	0.02686236573
341	0.02670204269
342	0.02667556526
343	0.0265986192
344	0.02646561826
345	0.02630353753
346	0.02628180082
347	0.02619680791
348	0.0261195813
349	0.02611233738
350	0.02599934608
351	0.02596598681
352	0.02590881109
353	0.02588729075
354	0.02577727891
355	0.02572299093
356	0.02561135186
357	0.02541849187
358	0.02533189522
359	0.02521668426
360	0.02512587192
361	0.02498093783
362	0.02484991906
363	0.02478538692
364	0.02474258507
365	0.02461244201
366	0.02456580886
367	0.02447867538
368	0.02441563909
369	0.02434597513
370	0.02425493105
371	0.02421312846
372	0.02413871433
373	0.02405059622
374	0.02385306075
375	0.02369269698
376	0.02355853478
377	0.02350707082
378	0.02341949782
379	0.02334179055
380	0.0232421241
381	0.02322116674
382	0.02317737226
383	0.02311490465
384	0.02304951407
385	0.02297256511
386	0.02290036602
387	0.0227296479
388	0.02265538297
389	0.02253144093
390	0.02245531705
391	0.02236873695
392	0.02226830961
393	0.02226080366
394	0.02221173737
395	0.02217738513
396	0.02207957278
397	0.02192677364
398	0.02191230028
399	0.02188484212
400	0.02188196474
401	0.02182317793
402	0.02174563832
403	0.02164241218
404	0.02153880219
405	0.02153272269
406	0.02140245043
407	0.02133360031
408	0.0212066924
409	0.0210981067
410	0.02103469784
411	0.02094791757
412	0.02088389146
413	0.0207757401
414	0.02071544057
415	0.02062531026
416	0.02055228236
417	0.02045626524
418	0.02039689518
419	0.02037197625
420	0.02027297528
421	0.02025874421
422	0.02014043955
423	0.02012421088
424	0.02011508847
425	0.02005250916
426	0.01999197831
427	0.01988989799
428	0.01976114738
429	0.01963253628
430	0.01956725102
431	0.01956459152
432	0.0194504374
433	0.01944248433
434	0.01939064844
435	0.01931527839
436	0.01930266024
437	0.0191958146
438	0.01909478548
439	0.01906591422
440	0.01900717045
441	0.01897041701
442	0.01893192627
443	0.01885422312
444	0.01880948379
445	0.01876251675
446	0.01875762909
447	0.01869898149
448	0.01863863105
449	0.01858431518
450	0.01857676763
451	0.01851492299
452	0.01848136457
453	0.01843471597
454	0.01839945633
455	0.01835040685
456	0.01826675727
457	0.01812704675
458	0.01805271121
459	0.01796176174
460	0.01789937184
461	0.01785940044
462	0.01777025819
463	0.01763994333
464	0.01757084823
465	0.01753793108
466	0.01749865286
467	0.01739278926
468	0.01734537728
469	0.01729370945
470	0.01727872406
471	0.01725777761
472	0.01722795584
473	0.01714558532
474	0.01709064976
475	0.01707356544
476	0.016969565
477	0.0169236007
478	0.01689686338
479	0.01685355853
480	0.01681275687
481	0.01676237699
482	0.01673240042
483	0.01665169526
484	0.01656782212
485	0.01650269669
486	0.01648275726
487	0.0164485086
488	0.01641842658
489	0.01633090774
490	0.01626735228
491	0.01625675033
492	0.01620904978
493	0.01614412652
494	0.01611007756
495	0.01604718889
496	0.01600153471
497	0.01594652578
498	0.01587355811
499	0.01583246936
